"","date","open","high","low","close","log.close","volume"
"1032","6/19/2001",12.45,12.65,11.2,11.36,1.055378331,6109500
"1035","6/22/2001",13.13,13.28,12.38,12.4,1.093421685,6316700
"1040","6/29/2001",14.31,14.65,13.72,14.15,1.15075644,4489000
"1042","7/3/2001",14.49,14.5,14,14.13,1.150142162,2701100
"1046","7/10/2001",16.08,16.12,14.82,15.61,1.193402903,8642700
"1047","7/11/2001",15.43,15.8,14.95,15.34,1.18582536,5821800
"1050","7/16/2001",16.94,17.42,16.01,16.01,1.204391332,7315800
"1052","7/18/2001",16.07,16.65,15.88,15.96,1.203032887,3673100
"1055","7/23/2001",17.02,17.13,15.96,16.03,1.204933522,8663900
"1056","7/24/2001",13.61,14,11.9,12.06,1.081347308,32572900
"1057","7/25/2001",12.29,12.31,11.07,11.51,1.061075324,12559700
"1059","7/27/2001",12.33,12.43,11.7,12.25,1.088136089,9075900
"1061","7/31/2001",12.64,12.86,12.23,12.49,1.096562438,4378900
"1062","8/1/2001",12.73,12.86,12.17,12.5,1.096910013,5510600
"1063","8/2/2001",12.59,12.6,12.1,12.19,1.086003706,3872500
"1064","8/3/2001",12.24,12.39,12.11,12.15,1.084576278,3084900
"1065","8/6/2001",12.18,12.2,11.85,11.9,1.075546961,2661800
"1066","8/7/2001",11.89,11.9,11.52,11.6,1.064457989,2560200
"1067","8/8/2001",11.51,11.55,11.03,11.11,1.045714059,3373400
"1068","8/9/2001",11.14,11.17,10.25,10.46,1.019531685,6049000
"1069","8/10/2001",10.58,10.65,9.94,9.95,0.997823081,9187300
"1072","8/15/2001",10.54,10.83,10,10.08,1.003460532,3358500
"1073","8/16/2001",10.08,10.15,9.4,9.81,0.991669007,6227100
"1076","8/21/2001",10.7,10.79,9.88,9.89,0.995196292,5138300
"1078","8/23/2001",10.13,10.16,9.57,9.63,0.983626287,4000700
"1081","8/28/2001",10.12,10.15,9.56,9.97,0.998695158,3229100
"1082","8/29/2001",10.04,10.05,9.01,9.19,0.963315511,3803600
"1083","8/30/2001",9.06,9.49,8.55,8.69,0.939019776,5851400
"1085","9/4/2001",8.95,9.19,8.52,8.59,0.933993164,4857700
"1086","9/5/2001",8.66,8.68,6.85,7.65,0.883661435,21073400
"1091","9/18/2001",7.59,7.75,7.25,7.29,0.862727528,6270900
"1092","9/19/2001",7.45,7.45,6.64,7.31,0.863917377,9436500
"1093","9/20/2001",7.64,7.64,7.05,7.48,0.873901598,8630900
"1094","9/21/2001",7.72,7.72,6.69,7.48,0.873901598,12866100
"1095","9/24/2001",7.7,7.83,7.34,7.46,0.872738827,5102700
"1096","9/25/2001",7.49,7.569,7.02,7.09,0.850646235,4863100
"1097","9/26/2001",7.2,7.23,6,6.35,0.802773725,7839100
"1098","9/27/2001",6.47,6.64,5.67,6.2,0.792391689,8275000
"1099","9/28/2001",6.25,6.47,5.83,5.97,0.775974331,6967200
"1101","10/2/2001",6.17,6.17,5.95,6.08,0.783903579,5677700
"1102","10/3/2001",7.21,7.21,6.02,6.76,0.829946696,5323500
"1103","10/4/2001",7.87,7.87,6.68,7.04,0.847572659,6217200
"1104","10/5/2001",7.9,7.9,6.74,7.2,0.857332496,5900900
"1105","10/8/2001",7.3,7.3,6.91,7.12,0.852479994,3934400
"1106","10/9/2001",7.11,7.12,6.67,6.91,0.839478047,2766800
"1112","10/17/2001",9.98,9.99,8.85,8.92,0.950364854,8944500
"1113","10/18/2001",8.91,9.23,8.38,8.47,0.92788341,4353300
"1114","10/19/2001",8.49,8.52,7.5,8.01,0.903632516,7007300
"1117","10/24/2001",8.05,8.15,7.4,7.64,0.883093359,26692400
"1119","10/26/2001",7.63,8.011,7.51,7.56,0.878521796,6107100
"1120","10/29/2001",7.61,7.66,7.04,7.05,0.848189117,5161800
"1121","10/30/2001",7.03,7.03,6.32,6.42,0.807535028,10055500
"1123","11/1/2001",7.08,7.1,6.6,6.95,0.841984805,5053500
"1124","11/2/2001",6.95,6.95,6.67,6.71,0.82672252,3697100
"1125","11/5/2001",7.1,7.2,6.96,6.99,0.844477176,6287800
"1126","11/6/2001",7.08,7.13,6.91,7.05,0.848189117,5607800
"1127","11/7/2001",7.68,7.68,7,7.43,0.870988814,9715600
"1128","11/8/2001",7.66,7.67,6.74,6.97,0.843232778,9489700
"1130","11/12/2001",7.16,7.24,6.8,7.05,0.848189117,3827300
"1131","11/13/2001",7.44,7.53,7.2,7.29,0.862727528,6136300
"1133","11/15/2001",9.22,9.9,8.75,9.05,0.956648579,20948200
"1134","11/16/2001",9.21,9.35,8.75,8.95,0.951823035,13062000
"1135","11/19/2001",9.35,9.5,9,9.19,0.963315511,10011400
"1136","11/20/2001",9.07,9.3,8.6,8.6,0.934498451,7452000
"1137","11/21/2001",8.97,8.97,8.04,8.8,0.944482672,8996600
"1138","11/23/2001",9.14,9.14,8.56,9.08,0.958085849,4072800
"1140","11/27/2001",12.05,12.25,11.22,11.48,1.059941888,34308800
"1141","11/28/2001",12.4,12.4,11.18,11.59,1.064083436,48516200
"1142","11/29/2001",11.89,11.9,10.79,11.15,1.047274867,20274000
"1144","12/3/2001",11.08,11.08,10.48,10.49,1.020775488,9525900
"1146","12/5/2001",12.4,12.8,11.75,11.76,1.070407322,23912200
"1147","12/6/2001",12.4,12.4,11.85,12.1,1.08278537,12484600
"1148","12/7/2001",12.3,12.3,11.5,11.71,1.068556895,7088000
"1151","12/12/2001",12.43,12.5,11.63,11.91,1.075911761,8075100
"1152","12/13/2001",11.54,11.8,10.85,10.89,1.03702788,7874100
"1153","12/14/2001",11.1,11.2,10.07,11,1.041392685,10024600
"1154","12/17/2001",11.1,11.14,10.18,10.81,1.033825694,8599300
"1155","12/18/2001",11.05,11.36,10.62,10.86,1.035829825,7354200
"1156","12/19/2001",10.73,11.15,10.51,10.71,1.029789471,7003700
"1157","12/20/2001",10.57,10.83,10.14,10.15,1.006466042,7851200
"1158","12/21/2001",10.31,11.06,10,10,1,13944900
"1159","12/24/2001",10.15,10.22,9.51,9.83,0.992553518,6236900
"1161","12/27/2001",11.33,11.49,10.57,10.6,1.025305865,10840100
"1162","12/28/2001",10.91,11.08,10.69,10.9,1.037426498,10257900
"1163","12/31/2001",11.07,11.19,10.74,10.82,1.034227261,6034700
"1165","1/3/2002",11.94,11.94,11.05,11.9,1.075546961,10875700
"1168","1/8/2002",12.27,12.32,11.75,11.85,1.07371835,6041100
"1169","1/9/2002",11.96,12.17,11.3,11.53,1.061829307,10879600
"1170","1/10/2002",11.66,11.67,10.87,11.04,1.042969073,8125900
"1172","1/14/2002",10.8,10.83,10.09,10.11,1.004751156,5973300
"1173","1/15/2002",10.34,10.42,10.16,10.29,1.012415375,5092300
"1174","1/16/2002",10.01,10.01,9.03,9.13,0.960470778,15039900
"1175","1/17/2002",9.82,9.85,9.4,9.74,0.988558957,16630700
"1177","1/22/2002",12.74,12.8,12.15,12.6,1.100370545,56645900
"1178","1/23/2002",12.6,12.6,11.9,12.47,1.095866453,18031600
"1182","1/29/2002",15.54,15.55,13.97,14.22,1.152899596,20244900
"1183","1/30/2002",13.98,14.25,13.2,13.9,1.1430148,14751800
"1185","2/1/2002",14.09,14.09,13.35,13.73,1.137670537,7801400
"1186","2/4/2002",12.91,13.09,12.43,12.53,1.097951071,19135800
"1187","2/5/2002",11.98,12.29,11.16,11.5,1.06069784,14315700
"1188","2/6/2002",11.9,12,11.2,11.26,1.051538391,8859400
"1189","2/7/2002",11.25,11.85,11.06,11.24,1.050766311,7172400
"1192","2/12/2002",13.03,13.24,12.5,12.9,1.11058971,7463400
"1195","2/15/2002",14.04,14.04,13.27,13.41,1.127428778,7265400
"1197","2/20/2002",13.4,13.4,12.15,12.96,1.112605002,8016100
"1202","2/27/2002",14.55,14.73,14.12,14.27,1.154423973,8550600
"1203","2/28/2002",14.29,14.75,13.93,14.1,1.149219113,6052400
"1206","3/5/2002",16,16.68,15.53,15.97,1.203304916,8809700
"1208","3/7/2002",16.41,16.95,15.4,15.62,1.19368103,9272300
"1211","3/12/2002",16.59,16.59,16.04,16.31,1.212453961,5619100
"1212","3/13/2002",16.05,16.34,15.64,15.74,1.197004728,5559400
"1213","3/14/2002",15.5,15.5,14.28,14.48,1.160768562,15169300
"1214","3/15/2002",14.27,14.29,13.55,14.03,1.147057671,12320700
"1216","3/19/2002",15.15,15.4,14.56,14.66,1.16613397,4893700
"1218","3/21/2002",15.24,15.24,14.56,15.17,1.180985581,5577900
"1220","3/25/2002",15.47,15.73,14.72,14.74,1.168497484,5116100
"1223","3/28/2002",14.4,14.65,14.25,14.3,1.155336037,3122500
"1225","4/2/2002",14.64,15.09,14.19,14.25,1.153814864,4771400
"1226","4/3/2002",14.37,14.45,13.6,13.67,1.135768515,4534100
"1227","4/4/2002",13.73,13.8,13.23,13.54,1.131618664,5731700
"1228","4/5/2002",13.67,14.04,13.31,13.5,1.130333768,4500000
"1230","4/9/2002",14.07,14.59,13.56,13.6,1.133538908,6459000
"1231","4/10/2002",13.76,14,13.05,13.55,1.131939295,5256700
"1232","4/11/2002",13.28,13.28,12.52,12.74,1.105169428,5957600
"1235","4/16/2002",14.18,14.29,13.72,14.01,1.146438135,3681000
"1237","4/18/2002",14.7,14.86,13.95,14.26,1.154119526,3876400
"1239","4/22/2002",14.58,14.85,14.15,14.31,1.155639634,5290300
"1240","4/23/2002",14.35,14.75,13.88,14.06,1.147985321,8076900
"1244","4/29/2002",16.75,17,15.9,16.18,1.208978517,8415200
"1246","5/1/2002",16.55,17.05,16.42,16.49,1.217220656,7701300
"1247","5/2/2002",16.43,16.65,16.25,16.32,1.212720154,4819000
"1248","5/3/2002",16.23,16.4,15.75,16.05,1.205475037,5161000
"1253","5/10/2002",17.89,17.96,16.8,16.94,1.228913406,7572800
"1258","5/17/2002",19.97,20,18.81,19.16,1.282395505,6446900
"1260","5/21/2002",19.54,19.8,18.55,18.76,1.273232834,7763500
"1264","5/28/2002",19.57,19.61,18.77,19.06,1.280122896,3953300
"1266","5/30/2002",18.7,18.94,18.08,18.37,1.264109156,7432100
"1267","5/31/2002",18.5,18.89,18.2,18.23,1.260786669,5081400
"1268","6/3/2002",18.31,18.5,17.93,17.96,1.254306332,3716400
"1273","6/10/2002",17.9,18.12,17.02,17.3,1.238046103,11082400
"1274","6/11/2002",17.31,17.79,17.13,17.14,1.234010818,5520800
"1277","6/14/2002",17.14,17.4,16.26,16.82,1.225825991,7973200
"1280","6/19/2002",18.49,19.1,18.27,18.3,1.26245109,7420300
"1281","6/20/2002",18.32,18.38,17.34,17.55,1.244277121,8697000
"1282","6/21/2002",17.6,17.79,17.34,17.53,1.243781916,5176800
"1284","6/25/2002",16.89,16.95,15.04,15.34,1.18582536,15304000
"1286","6/27/2002",16.11,16.47,15.3,15.86,1.200303183,6192000
"1288","7/1/2002",16.17,16.17,13.52,13.55,1.131939295,13536500
"1289","7/2/2002",13.6,14.16,13,13.32,1.124504225,8669900
"1292","7/8/2002",14.95,15.85,14.68,14.94,1.174350597,5890000
"1294","7/10/2002",15.65,15.94,14.65,14.96,1.174931594,6761200
"1296","7/12/2002",15.75,16.19,15.25,15.43,1.188365926,7000000
"1299","7/17/2002",16.84,17.16,15.32,16.16,1.208441356,7322100
"1300","7/18/2002",15.92,16.59,15.53,15.55,1.191730393,6856700
"1301","7/19/2002",15.36,15.72,15.07,15.29,1.184407485,6105800
"1303","7/23/2002",15.54,15.88,14.4,14.55,1.162862993,11291400
"1305","7/25/2002",13.71,14.01,12.4,12.49,1.096562438,9360200
"1310","8/1/2002",14.31,14.5,13.99,14.16,1.151063253,6066800
"1311","8/2/2002",14.13,14.14,13.45,13.84,1.14113609,4178600
"1312","8/5/2002",13.65,13.79,12.78,12.87,1.109578547,3857300
"1314","8/7/2002",13.93,13.94,12.85,13.6,1.133538908,5555700
"1318","8/13/2002",14.3,14.67,13.91,13.93,1.143951116,5234400
"1319","8/14/2002",13.93,14.06,13.32,13.91,1.14332713,6935200
"1324","8/21/2002",15.95,15.97,15.2,15.38,1.186956335,7284200
"1326","8/23/2002",15.6,15.72,14.95,15.17,1.180985581,5038800
"1327","8/26/2002",15.29,15.44,14.68,14.93,1.174059808,6409600
"1328","8/27/2002",15.04,15.27,14.5,14.52,1.161966616,3578900
"1332","9/3/2002",14.71,15.03,14.49,14.6,1.164352856,4680200
"1334","9/5/2002",14.58,14.72,14.24,14.25,1.153814864,5320200
"1338","9/11/2002",17.15,17.85,17.04,17.11,1.23325001,6663200
"1339","9/12/2002",16.83,17.13,16.61,16.75,1.224014811,7065100
"1340","9/13/2002",16.69,16.99,16.5,16.61,1.220369632,3654900
"1344","9/19/2002",17.4,17.64,17.17,17.21,1.23578087,4841100
"1345","9/20/2002",17.45,17.64,15.45,15.86,1.200303183,12605600
"1348","9/25/2002",16.17,16.39,15.29,15.73,1.196728723,9339000
"1351","9/30/2002",16.64,16.85,15.85,15.93,1.202215776,9239900
"1354","10/3/2002",16.79,17.25,16.66,16.75,1.224014811,6354100
"1355","10/4/2002",16.95,17.15,16.38,16.55,1.218797998,7649400
"1362","10/15/2002",19.84,20.14,18.65,18.94,1.277379975,14009200
"1364","10/17/2002",20.1,20.22,18.43,18.74,1.272769587,14180900
"1369","10/24/2002",19.95,20.26,19.8,19.86,1.297979244,12929900
"1371","10/28/2002",19.27,19.73,18.4,18.59,1.26927939,8799800
"1373","10/30/2002",19.27,19.73,18.4,18.59,1.26927939,6888800
"1376","11/4/2002",19.4,19.81,18.59,18.78,1.273695588,12963500
"1381","11/11/2002",19.4,19.55,18.8,19,1.278753601,5749600
"1386","11/18/2002",22.65,23.74,22.15,22.42,1.350635608,25333500
"1387","11/19/2002",21.88,21.89,21.23,21.29,1.328175661,12258900
"1392","11/26/2002",24.02,24.21,23.38,23.4,1.369215857,6405800
"1394","11/29/2002",24.15,24.38,23.33,23.35,1.368286885,2577300
"1395","12/2/2002",24.15,25,24,24.11,1.38219721,11152500
"1396","12/3/2002",23.83,23.98,23.38,23.74,1.375480715,5901100
"1397","12/4/2002",23.48,23.8,22.96,23.39,1.369030222,7878900
"1398","12/5/2002",23.66,23.68,22.2,22.58,1.353723938,10642600
"1400","12/9/2002",22.23,22.35,21.6,21.68,1.336059278,7454700
"1401","12/10/2002",21.96,21.99,21.24,21.86,1.339650158,7093700
"1403","12/12/2002",22.47,22.62,21.81,22.24,1.347134783,5977500
"1407","12/18/2002",22.25,22.26,21.98,22.1,1.344392274,3992800
"1411","12/24/2002",22.18,22.28,21.88,21.88,1.340047318,2348600
"1412","12/26/2002",21.59,21.6,20,20.3,1.307496038,14199300
"1413","12/27/2002",19.97,20.1,18.43,18.86,1.275541688,21972800
"1415","12/31/2002",19.25,19.56,18.83,18.89,1.276231958,5537000
"1420","1/8/2003",21.44,21.6,20.82,21.02,1.322632712,6981500
"1425","1/15/2003",22.59,22.61,21.94,22.27,1.347720217,6989400
"1427","1/17/2003",21.46,21.71,21.23,21.4,1.330413773,5786200
"1428","1/21/2003",21.25,21.61,20.36,21.08,1.323870607,6293100
"1431","1/24/2003",22.59,23.29,21.9,22.11,1.344588743,21681800
"1433","1/28/2003",21.91,21.97,21.23,21.62,1.33485569,7968400
"1434","1/29/2003",21.91,21.97,21.23,21.62,1.33485569,7056900
"1435","1/30/2003",22.2,22.4,21.74,21.82,1.338854746,5965700
"1439","2/5/2003",22.18,22.5,22.03,22.17,1.345765693,5343100
"1440","2/6/2003",22.16,22.48,21.93,22.09,1.344195716,4037700
"1441","2/7/2003",22.1,22.11,21.2,21.44,1.331224781,6942900
"1443","2/11/2003",21.56,21.6,20.69,20.78,1.317645543,6679000
"1445","2/13/2003",20.95,21,19.61,20.06,1.302330929,11576800
"1454","2/27/2003",21.66,21.77,20.25,21.62,1.33485569,5076300
"1456","3/3/2003",22.15,22.61,21.74,21.81,1.338655666,4480300
"1471","3/24/2003",27.08,27.27,26.2,26.23,1.418798291,10340500
"1475","3/28/2003",27.59,27.95,27.1,27.18,1.434249452,6437000
"1476","3/31/2003",26.57,26.74,25.96,26.03,1.415474168,9214800
"1477","4/1/2003",25.55,25.59,25.06,25.54,1.407220893,9774000
"1480","4/4/2003",26.71,26.83,25.95,26.22,1.418632687,6072800
"1481","4/7/2003",27.21,27.56,26.75,26.82,1.428458774,7230400
"1482","4/8/2003",26.79,26.8,26.45,26.52,1.42357352,5403600
"1483","4/9/2003",26.351,26.37,24.84,25.06,1.398981067,11958900
"1485","4/11/2003",25.85,26.24,25.42,25.75,1.410777233,6899000
"1488","4/16/2003",25.3,25.5,24.13,24.38,1.387033701,9294500
"1492","4/23/2003",26.4,26.55,25.36,25.43,1.40534636,8850100
"1493","4/24/2003",25.4,25.629,24.77,25.12,1.400019635,17603300
"1496","4/29/2003",28.91,29.04,28.61,28.89,1.460747542,10526400
"1498","5/1/2003",28.68,28.7,28.15,28.66,1.457276186,7689200
"1507","5/14/2003",33.14,33.19,32.44,32.6,1.5132176,7993200
"1508","5/15/2003",32.64,32.75,32.2,32.63,1.513617074,5192300
"1510","5/19/2003",32.7,32.97,31.4,31.56,1.499136995,9763500
"1511","5/20/2003",31.56,32.13,31.17,31.48,1.498034724,8066200
"1514","5/23/2003",33.03,33.05,32.47,32.72,1.514813295,7063200
"1516","5/28/2003",34.88,35.73,34.65,34.86,1.542327383,9053100
"1519","6/2/2003",36.5,36.678,35.35,35.4,1.549003262,9552700
"1523","6/6/2003",36.04,36.26,33.25,33.35,1.523095838,11380900
"1524","6/9/2003",34.47,34.47,33.08,33.68,1.527372083,8438400
"1527","6/12/2003",35.4,35.4,34.71,35.201,1.546555001,7032500
"1528","6/13/2003",35.4,35.45,34.05,34.13,1.533136288,6011800
"1530","6/17/2003",35.93,36.37,35.25,35.84,1.554368001,8249900
"1532","6/19/2003",35.8,36.75,35.38,35.5,1.550228353,5988100
"1533","6/20/2003",35.8,35.875,34.84,35.04,1.544564097,7012500
"1538","6/27/2003",36.69,37.09,36.18,36.3,1.559906625,6756500
"1539","6/30/2003",36.63,36.821,36.02,36.32,1.56014584,5143900
"1545","7/9/2003",40.54,40.73,39.87,40.5,1.607455023,7832200
"1546","7/10/2003",39.12,39.5,38.2,38.25,1.582631439,8825600
"1547","7/11/2003",38.3,38.3,37.1,37.65,1.575764981,11559900
"1549","7/15/2003",39.61,39.61,37.62,38.43,1.584670384,5851500
"1550","7/16/2003",38.52,38.52,37.32,37.68,1.576110894,5625600
"1551","7/17/2003",37.15,37.3,36.04,36.32,1.56014584,7642000
"1552","7/18/2003",36.32,36.85,34.79,34.9798,1.543817322,13402900
"1554","7/22/2003",35.7,36,34,34.87,1.542451947,15896800
"1559","7/29/2003",41.99,42.5,41.06,41.39,1.616895426,7825500
"1560","7/30/2003",41.15,41.27,40.45,40.66,1.609167374,7166300
"1562","8/1/2003",41.41,41.63,39.78,40.03,1.60238559,8805200
"1563","8/4/2003",39.7,40.29,38.95,39.65,1.598243192,7054400
"1564","8/5/2003",39.24,39.85,38.63,38.67,1.587374172,6816200
"1568","8/11/2003",38.99,39.04,38.35,38.93,1.590284404,5239100
"1570","8/13/2003",40.25,40.47,39.71,40.21,1.604334073,7154500
"1572","8/15/2003",40.23,40.38,39.97,40.1,1.603144373,2486500
"1577","8/22/2003",46.4,46.95,44.81,45.22,1.655330558,10473300
"1584","9/3/2003",47.58,47.75,45.86,46.19,1.664547962,10697900
"1586","9/5/2003",46.95,47.48,46.1,46.52,1.667639706,8102900
"1588","9/9/2003",47.1,47.38,46.3,46.68,1.669130847,8100800
"1589","9/10/2003",46.26,47.23,46.06,46.22,1.664829941,8002900
"1590","9/11/2003",46.2,46.35,44.77,45.19,1.655042341,11613100
"1594","9/17/2003",46.21,46.86,45.545,46.16,1.6642658,7334100
"1596","9/19/2003",47.87,47.97,47.35,47.58,1.677424438,6249500
"1599","9/24/2003",50.35,51.3,49.6,49.61,1.695569227,15330200
"1601","9/26/2003",49.9,50.46,48.3,48.56,1.686278678,13438500
"1603","9/30/2003",49.65,49.76,48.35,48.43,1.685114469,9264600
"1614","10/15/2003",60.39,60.41,58.43,58.54,1.767452718,10228900
"1618","10/21/2003",59.73,61.15,59.01,59.35,1.773420723,17114900
"1619","10/22/2003",56.05,56.15,53.73,54.03,1.732634968,32701900
"1621","10/24/2003",54.55,54.94,53,54.509,1.736468215,10438200
"1622","10/27/2003",54.9,55.25,54.5,54.82,1.738939031,6391900
"1625","10/30/2003",57.4,57.52,55.57,55.84,1.74694541,9825400
"1626","10/31/2003",55.9,56.13,54.38,54.43,1.735838334,7726700
"1630","11/6/2003",56.81,56.87,54.75,54.99,1.74028372,8791800
"1631","11/7/2003",55.61,55.7,54,54.31,1.734879803,8500400
"1632","11/10/2003",53.95,54,51.736,51.98,1.715836275,9120500
"1636","11/14/2003",54.43,54.78,52.21,52.45,1.719745493,8365300
"1637","11/17/2003",51.93,52.19,49.58,50.36,1.702085721,12996900
"1638","11/18/2003",50.73,50.978,48.45,48.5,1.685741739,12600200
"1640","11/20/2003",49.1,50.46,48.34,48.85,1.688864568,12337600
"1641","11/21/2003",49.002,49.2,47.76,48.58,1.68645751,9193400
"1647","12/2/2003",54.5,54.75,53.85,53.93,1.73183042,6237900
"1648","12/3/2003",54.1,54.25,51.36,51.51,1.71189155,11570800
"1651","12/8/2003",51.55,52.2,50.12,51.08,1.708250889,8376400
"1652","12/9/2003",51.17,51.65,49.3,49.34,1.693199145,10460500
"1653","12/10/2003",49.45,50.17,48.31,49.2,1.691965103,9254600
"1656","12/15/2003",52.05,52.25,50.05,50.41,1.702516697,9676800
"1657","12/16/2003",49.6,49.8,48.63,49.5,1.694605199,10549800
"1658","12/17/2003",49.47,49.61,47,47.58,1.677424438,13856800
"1664","12/26/2003",54.14,54.94,53.14,53.47,1.728110184,7078400
"1665","12/29/2003",53.79,53.84,52.13,53.47,1.728110184,8056900
"1666","12/30/2003",53.18,53.5,52.6,52.83,1.722880611,5152400
"1667","12/31/2003",52.82,53.48,52.4,52.62,1.721150844,5307200
"1668","1/2/2004",52.76,53.13,51.43,51.9,1.715167358,6639900
"1670","1/6/2004",53.11,53.5,52.74,53.03,1.724521627,5985500
"1671","1/7/2004",52.18,52.66,50.94,51.9,1.715167358,9242700
"1672","1/8/2004",52.09,52.095,50.03,50.24,1.701049631,10320300
"1678","1/16/2004",56.23,56.37,55.27,55.72,1.746011108,9114200
"1684","1/27/2004",56.75,57.74,55.66,55.74,1.746166964,12964100
"1685","1/28/2004",53.74,54.45,51.62,51.96,1.715669142,21581300
"1686","1/29/2004",52.03,52.06,48.6,49.22,1.692141609,22485100
"1688","2/2/2004",50.56,50.65,47.95,48.27,1.683677299,11588900
"1689","2/3/2004",48.19,48.28,44.52,44.94,1.652633068,27071400
"1693","2/9/2004",46.75,46.8,45.7,45.86,1.66143405,6146100
"1694","2/10/2004",45.85,46.25,45.51,45.59,1.658869592,4949000
"1697","2/13/2004",47.29,47.7,46.24,46.38,1.666330744,5431700
"1698","2/17/2004",46.14,46.45,44.8,45.53,1.65829765,11038200
"1699","2/18/2004",45.36,45.37,44.64,44.87,1.65195607,7953500
"1700","2/19/2004",45.15,46.16,44.65,44.65,1.649821463,7442500
"1702","2/23/2004",45.19,45.253,43.35,43.969,1.643146588,9341900
"1703","2/24/2004",43.9,43.94,42.23,42.32,1.626545659,11095300
"1706","2/27/2004",43.43,43.6,42.52,43.01,1.633569443,7163600
"1708","3/2/2004",42.73,43.49,41.86,42.01,1.623352682,6966600
"1712","3/8/2004",43.99,45.06,43.13,43.5,1.638489257,6608500
"1713","3/9/2004",43.28,43.89,42.27,42.71,1.630529571,6593100
"1714","3/10/2004",42.72,43.2,41.46,41.55,1.618571028,6932700
"1717","3/15/2004",42.26,42.8,40.92,41.08,1.613630435,6612200
"1719","3/17/2004",43,43.45,42.59,42.8,1.631443769,5107300
"1721","3/19/2004",43.08,43.75,42.63,42.8,1.631443769,5754900
"1722","3/22/2004",41.75,41.85,40.51,40.85,1.611192061,8975100
"1723","3/23/2004",41.21,41.74,39.85,40.23,1.604550033,11225700
"1724","3/24/2004",40.35,40.38,39.15,39.63,1.598024072,7875900
"1726","3/26/2004",42.01,42.49,41.29,41.7,1.620136055,5740400
"1729","3/31/2004",43.85,44,42.95,43.28,1.636287252,4674900
"1734","4/7/2004",46.2,46.8,45.39,45.85,1.66133934,4550600
"1736","4/12/2004",48.05,48.37,47.57,47.96,1.680879174,4345900
"1737","4/13/2004",48,48.34,46.36,46.58,1.668199484,5724400
"1740","4/16/2004",47.07,47.1,45.3337,45.5,1.658011397,8393500
"1742","4/20/2004",47.62,47.81,45.18,45.2,1.655138435,9376100
"1748","4/28/2004",47.62,48.35,46.64,46.97,1.67182056,6127600
"1749","4/29/2004",46.93,47.08,45.51,46.19,1.664547962,9035700
"1750","4/30/2004",46.06,46.35,43.31,43.6,1.639486489,9841300
"1752","5/4/2004",44.41,44.57,43.7,43.95,1.642958879,7288900
"1754","5/6/2004",43.59,44.25,42.77,43.14,1.634880141,7818400
"1755","5/7/2004",42.96,44.18,41.68,41.9,1.622214023,9292600
"1760","5/14/2004",43.7,43.92,42.76,43.05,1.633973156,5126600
"1761","5/17/2004",42.24,42.59,41.7,42.08,1.624075731,6625700
"1762","5/18/2004",42.24,42.4,41.83,41.99,1.623145875,5602000
"1763","5/19/2004",42.3773,43.27,41.47,41.69,1.620031895,7379400
"1764","5/20/2004",41.65,41.97,40.8,40.98,1.612571954,5926300
"1765","5/21/2004",41.28,41.48,40.55,41.17,1.614580867,5272900
"1772","6/2/2004",50.45,51.21,49.77,50.35,1.701999475,12473500
"1773","6/3/2004",49.93,50.35,49.32,49.4,1.693726949,8341400
"1777","6/9/2004",51.6,51.83,50.01,50.24,1.701049631,6579400
"1778","6/10/2004",50.36,50.47,49.26,49.94,1.698448538,7209000
"1779","6/14/2004",49.36,49.99,49.04,49.25,1.692406235,5180900
"1782","6/17/2004",50.49,50.91,49.41,49.77,1.696967641,5875500
"1785","6/22/2004",49.7,49.79,48.24,49,1.69019608,8120500
"1792","7/1/2004",53.73,54.04,52.05,52.56,1.720655357,7211900
"1793","7/2/2004",52.6,53.24,51.83,52.59,1.720903171,4862400
"1794","7/6/2004",52.55,52.6,50.49,51.24,1.709609121,6156900
"1797","7/9/2004",49.82,50.001,47.82,48.32,1.684126926,8033500
"1801","7/15/2004",49.57,49.67,48.12,48.67,1.687261346,5244100
"1802","7/16/2004",48.99,49.06,46.78,47.1,1.673020907,9286900
"1803","7/19/2004",47.22,47.26,45.15,46.02,1.662946614,9847100
"1805","7/21/2004",47.32,47.6,44.52,44.76,1.650890078,9336500
"1807","7/23/2004",42.47,42.76,39.56,39.98,1.60184279,35927200
"1808","7/26/2004",40.1,40.24,38.33,38.78,1.588607805,13972400
"1809","7/27/2004",39.18,39.91,38.8,39.11,1.592287816,10534900
"1810","7/28/2004",39.21,39.57,37.38,37.97,1.579440597,10183600
"1813","8/2/2004",38.32,38.76,37.81,38.3,1.583198774,5912200
"1814","8/3/2004",38.28,39.08,37.23,37.61,1.575303333,7785600
"1816","8/5/2004",37.398,37.48,35.38,35.61,1.551571974,8402400
"1818","8/9/2004",35.34,36.3,34.85,35.32,1.548020695,9167200
"1822","8/13/2004",36.56,37,35.87,36.13,1.557867962,4981100
"1824","8/17/2004",38.49,39.44,37.9,38.23,1.582404298,11163000
"1826","8/19/2004",40.26,40.48,36.35,38.63,1.586924708,12696100
"1828","8/23/2004",39.84,40,39.11,39.45,1.596047008,5532600
"1829","8/24/2004",39.71,39.93,38.32,39.05,1.591621038,7640400
"1832","8/27/2004",40.31,40.39,39.6,39.9,1.600972896,4240400
"1833","8/30/2004",39.85,39.95,38.25,38.31,1.583312152,7711500
"1834","8/31/2004",38.49,38.85,37.86,38.14,1.581380689,6143200
